disjoint_entity1,disjoint_entity2,violating_subclass
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q88325583
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q104529478
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q112911410
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q117810912
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q7929496
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11372298
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11410724
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11411421
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11428310
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11479791
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11513646
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11516104
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11519255
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11594773
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11660540
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11665036
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11673118
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11917905
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q16929794
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q17232503
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q19366489
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q24932101
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q28496736
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q61715571
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q63443335
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q65643555
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q65769812
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1111117
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1401595
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q69313473
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q86694147
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q90056778
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q93912822
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q97819928
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q105093067
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q105197550
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q105461680
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q106597511
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q108655245
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q109358035
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q111604274
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q111847301
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q111885592
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329059
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329177
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329182
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329183
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329186
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329187
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q115329188
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q117768718
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q108655406
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q108655430
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q867959
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q929169
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1051606
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q117859862
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q124623833
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q129089543
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11381119
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11477317
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11532699
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q11651342
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q12566525
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q15296520
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q56028349
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q56697520
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q102691202
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q117321911
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1433032
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1532165
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q2033580
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q2112908
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q2664072
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q2921452
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3024324
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3070989
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q7314067
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q7322255
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q6901894
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q65197870
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q193934
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q193955
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q336073
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q806373
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q836412
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q990683
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q117825311
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q123566639
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q124295609
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q126585333
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q131456332
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q134026476
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1760610
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q4065707
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q4169289
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q4230425
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q6056434
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q7246538
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q7542215
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q97826795
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q97861320
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q114830535
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q21202185
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q24826340
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q216297
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q825914
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q867242
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q933530
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q123458585
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q123458629
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q123466769
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q123471666
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q124652586
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q125505392
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q125657670
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q125657707
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1862738
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3088767
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3496994
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q4804740
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q5484460
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q5792893
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q1434313
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3027575
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3572503
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3140895
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q3332645
http://www.wikidata.org/entity/Q123139280,http://www.wikidata.org/entity/Q4406616,http://www.wikidata.org/entity/Q5176967
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q836708
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061078
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061185
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061298
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061303
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061301
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061306
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061311
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061308
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q20750867
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q27921428
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28045076
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28045114
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28050042
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28050132
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28050149
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q2622857
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q3033697
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q3592528
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q3753269
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q3753278
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q182186
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q379860
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q600446
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q633715
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q1164668
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q1887094
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28050233
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28050236
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q28871783
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q60572852
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q60572859
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q208578
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q131763294
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061022
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061021
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061202
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061200
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061206
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061204
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061217
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18061220
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q24962812
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q7884806
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18015800
http://www.wikidata.org/entity/Q12243537,http://www.wikidata.org/entity/Q3259505,http://www.wikidata.org/entity/Q18015837
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q836708
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q182186
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q379860
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q600446
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q633715
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q1164668
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q1887094
http://www.wikidata.org/entity/Q66364675,http://www.wikidata.org/entity/Q714886,http://www.wikidata.org/entity/Q2622857
